Outlines of the full ICESat-based drainage
systems generated by the Ice Altimetry
group at Goddard Space Flight Center, based
on ICESat campaigns L2a-c, L3a-c
(2003 Feb - 2005 May).
Each record: drainage subsystem, lat (deg N), lon (deg E)
END OF HEADER
6.1 -349770.686047 -2953176.46452
6.1 -349585.955976 -2953150.20833
6.1 -349431.306136 -2953120.61292
6.1 -349248.155488 -2953109.3849
6.1 -349095.044873 -2953094.94116
6.1 -348926.911289 -2953082.03407
6.1 -348775.270776 -2953082.63536
6.1 -348637.153692 -2953066.74411
6.1 -348485.515599 -2953067.33056
6.1 -348335.496055 -2953082.95278
6.1 -348167.436299 -2953070.11034
6.1 -348015.800721 -2953070.6727
6.1 -347862.61558 -2953056.29127
6.1 -347712.597023 -2953071.88185
6.1 -347576.002526 -2953070.99712
6.1 -347425.996814 -2953086.68698
6.1 -347289.44141 -2953085.66911
6.1 -347182.782603 -2953081.59197
6.1 -347062.813745 -2953094.07812
6.1 -346957.766663 -2953105.03703
6.1 -346851.212083 -2953100.93583
6.1 -346729.632986 -2953098.36416
6.1 -346593.094343 -2953097.42797
6.1 -346484.895429 -2953078.38908
6.1 -346348.294162 -2953077.33381
6.1 -346271.690958 -2953070.1609
6.1 -346148.626 -2953052.62261
6.1 -346042.026143 -2953048.49834
6.1 -345933.886219 -2953029.43336
6.1 -345812.328409 -2953026.93789
6.1 -345675.746574 -2953025.96544
6.1 -345569.266642 -2953021.92593
6.1 -345432.583314 -2953020.95431
6.1 -345309.515831 -2953003.2674
6.1 -345144.400517 -2953020.49336
6.1 -344976.250537 -2953007.71563
6.1 -344808.192839 -2952994.80248
6.1 -344684.991666 -2952977.22156
6.1 -344503.474611 -2952980.97914
6.1 -344350.293232 -2952966.53602
6.1 -344183.700066 -2952968.76473
6.1 -344017.09446 -2952970.8702
6.1 -343852.098176 -2952988.12575
6.1 -343683.963795 -2952975.27466
6.1 -343517.373929 -2952977.46582
6.1 -343365.744495 -2952978.02355
6.1 -343185.672238 -2952996.76405
6.1 -343064.092599 -2952994.27552
6.1 -342897.518425 -2952996.5456
6.1 -342730.918637 -2952998.57858
6.1 -342594.381752 -2952997.69158
6.1 -342442.769713 -2952998.31582
6.1 -342276.185623 -2953000.43704
6.1 -342126.110224 -2953016.09739
6.1 -341976.085657 -2953031.74415
6.1 -341826.060383 -2953047.38328
6.1 -341660.971349 -2953064.64221
6.1 -341525.956174 -2953078.64465
6.1 -341377.421577 -2953109.43355
6.1 -341242.456054 -2953123.41707
6.1 -341092.426554 -2953139.01893
6.1 -340942.357952 -2953154.73298
6.1 -340807.300651 -2953168.82238
6.1 -340672.242774 -2953182.90559
6.1 -340505.620141 -2953185.04675
6.1 -340340.640445 -2953202.33384
6.1 -340189.043893 -2953202.95627
6.1 -340038.959422 -2953218.51056
6.1 -339885.904769 -2953204.1719
6.1 -339747.748331 -2953188.11169
6.1 -339596.15579 -2953188.70374
6.1 -339459.576125 -2953187.67784
6.1 -339324.479596 -2953201.81922
6.1 -339218.002754 -2953197.78474
6.1 -339081.321683 -2953196.75321
6.1 -338974.794782 -2953192.71591
6.1 -338854.761915 -2953205.22209
6.1 -338748.184393 -2953201.18254
6.1 -338643.111889 -2953212.07938
6.1 -338523.078377 -2953224.57208
6.1 -338433.133521 -2953233.95801
6.1 -338356.543204 -2953226.81396
6.1 -338236.509215 -2953239.29501
6.1 -338128.40602 -2953220.06495
6.1 -338023.35915 -2953231.16749
6.1 -337901.759958 -2953228.58645
6.1 -337796.699829 -2953239.56705
6.1 -337690.165316 -2953235.36961
6.1 -337568.593805 -2953233.00261
6.1 -337477.021398 -2953227.20274
6.1 -337370.411977 -2953223.23331
6.1 -337265.352221 -2953234.19502
6.1 -337143.75704 -2953231.58282
6.1 -337037.252331 -2953227.58962
6.1 -336902.155091 -2953241.6202
6.1 -336795.638336 -2953237.50442
6.1 -336660.553735 -2953251.63782
6.1 -336524.013413 -2953250.70409
6.1 -336405.498263 -2953278.27968
6.1 -336285.475973 -2953290.79532
6.1 -336165.453221 -2953303.30608
6.1 -336001.934834 -2953335.52582
6.1 -335866.897638 -2953349.61706
6.1 -335746.872661 -2953362.11081
6.1 -335580.306746 -2953364.31599
6.1 -335415.281268 -2953381.44768
6.1 -335248.613027 -2953383.64588
6.1 -335095.523525 -2953369.29893
6.1 -334945.459371 -2953384.82215
6.1 -334810.368823 -2953398.87092
6.1 -334673.84486 -2953397.96558
6.1 -334552.231513 -2953395.48037
6.1 -334387.217741 -2953412.66852
6.1 -334235.618013 -2953413.21929
6.1 -334100.53935 -2953427.34948
6.1 -333980.524773 -2953439.88534
6.1 -333845.535213 -2953453.87832
6.1 -333682.023644 -2953486.19733
6.1 -333576.968683 -2953497.14172
6.1 -333428.518554 -2953527.86052
6.1 -333295.028317 -2953556.99884
6.1 -333148.05046 -2953602.64635
6.1 -332999.592946 -2953633.34363
6.1 -332834.476413 -2953650.57053
6.1 -332667.923506 -2953652.72538
6.1 -332454.739798 -2953644.54956
6.1 -332289.777544 -2953661.72861
6.1 -332108.109712 -2953665.43726
6.1 -331924.97216 -2953654.19131
6.1 -331758.436841 -2953656.40884
6.1 -331591.83797 -2953658.50888
6.1 -331425.252679 -2953660.71343
6.1 -331258.565072 -2953662.92015
6.1 -331137.075356 -2953660.39674
6.1 -330971.970931 -2953677.63343
6.1 -330820.350634 -2953678.24256
6.1 -330640.37295 -2953696.89576
6.1 -330521.837575 -2953724.46289
6.1 -330343.345247 -2953758.26988
6.1 -330194.840732 -2953789.05966
6.1 -330029.819904 -2953806.11825
6.1 -329882.835928 -2953851.94485
6.1 -329704.33285 -2953885.71325
6.1 -329557.393139 -2953931.51794
6.1 -329411.958939 -2953992.25432
6.1 -329263.528477 -2954022.87194
6.1 -329101.548547 -2954070.09851
6.1 -328936.49904 -2954087.44348
6.1 -328773.045114 -2954119.59317
6.1 -328607.928729 -2954136.81161
6.1 -328442.92723 -2954154.12327
6.1 -328292.916125 -2954169.64447
6.1 -328159.397663 -2954198.77852
6.1 -328039.276016 -2954211.31222
6.1 -327904.343256 -2954225.36967
6.1 -327785.785843 -2954252.94104
6.1 -327665.76522 -2954265.44811
6.1 -327545.795684 -2954277.9446
6.1 -327427.234398 -2954305.50158
6.1 -327307.211739 -2954317.99409
6.1 -327172.183828 -2954332.14344
6.1 -327053.721659 -2954359.67402
6.1 -326918.640349 -2954373.81749
6.1 -326783.609994 -2954387.94907
6.1 -326650.061715 -2954416.90101
6.1 -326515.132594 -2954431.00892
6.1 -326395.117672 -2954443.5783
6.1 -326229.996694 -2954460.77775
6.1 -326113.029871 -2954503.3252
6.1 -325978.096952 -2954517.40859
6.1 -325844.564043 -2954546.55198
6.1 -325709.52609 -2954560.63447
6.1 -325575.989904 -2954589.76573
6.1 -325456.020324 -2954602.29127
6.1 -325320.928364 -2954616.36169
6.1 -325215.873452 -2954627.35045
6.1 -325082.383399 -2954656.45372
6.1 -324962.359659 -2954668.96489
6.1 -324842.387009 -2954681.46552
6.1 -324723.860327 -2954709.02232
6.1 -324603.834536 -2954721.51893
6.1 -324515.331355 -2954745.88388
6.1 -324381.844996 -2954775.06946
6.1 -324278.383492 -2954801.06914
6.1 -324144.880948 -2954830.1301
6.1 -323996.420535 -2954860.82496
6.1 -323861.329646 -2954874.94257
6.1 -323696.352663 -2954892.09739
6.1 -323546.291812 -2954907.725
6.1 -323364.671988 -2954911.57937
6.1 -323168.007766 -2954916.72216
6.1 -323003.04112 -2954933.95221
6.1 -322836.430448 -2954936.13359
6.1 -322686.431609 -2954951.82583
6.1 -322504.762111 -2954955.63301
6.1 -322351.674894 -2954941.09259
6.1 -322170.00782 -2954944.87922
6.1 -322018.524427 -2954945.48092
6.1 -321833.789013 -2954919.14474
6.1 -321683.791266 -2954934.78609
6.1 -321502.128116 -2954938.53171
6.1 -321350.493839 -2954939.11604
6.1 -321168.947727 -2954942.94392
6.1 -321017.366556 -2954943.50557
6.1 -320837.287869 -2954962.2563
6.1 -320642.239217 -2954982.50506
6.1 -320477.242722 -2954999.82759
6.1 -320270.185803 -2955051.78871
6.1 -320076.772899 -2955087.15486
6.1 -319883.201994 -2955122.52512
6.1 -319692.830541 -2955187.97053
6.1 -319502.451846 -2955253.40376
6.1 -319295.379439 -2955305.41069
6.1 -319133.458953 -2955352.75771
6.1 -318943.060837 -2955418.15508
6.1 -318764.588447 -2955451.93507
6.1 -318589.14966 -2955515.81024
6.1 -318440.703766 -2955546.44834
6.1 -318292.164687 -2955577.20406
6.1 -318128.599774 -2955609.45415
6.1 -318010.181946 -2955636.95296
6.1 -317875.133085 -2955651.01925
6.1 -317756.660725 -2955678.51346
6.1 -317651.657866 -2955689.56959
6.1 -317549.668218 -2955730.61516
6.1 -317444.599698 -2955741.55552
6.1 -317354.59438 -2955750.87482
6.1 -317231.438899 -2955733.31757
6.1 -317109.950833 -2955730.79238
6.1 -316973.296855 -2955729.88872
6.1 -316836.746798 -2955728.9677
6.1 -316683.664835 -2955714.48091
6.1 -316516.977976 -2955716.65889
6.1 -316396.949785 -2955729.16401
6.1 -316230.366777 -2955731.31479
6.1 -316125.310572 -2955742.32221
6.1 -316020.293388 -2955753.20642
6.1 -315901.883719 -2955780.84864
6.1 -315798.36925 -2955806.77931
6.1 -315694.917099 -2955832.81482
6.1 -315577.993291 -2955875.38461
6.1 -315506.014002 -2955913.26784
6.1 -315390.638477 -2955970.8794
6.1 -315290.220598 -2956026.89074
6.1 -315188.258849 -2956067.96338
6.1 -315069.819979 -2956095.45843
6.1 -314952.891166 -2956138.11768
6.1 -314820.933098 -2956182.25736
6.1 -314655.843445 -2956199.48826
6.1 -314580.850951 -2956207.23893
6.1 -314462.415494 -2956234.82365
6.1 -314372.316558 -2956244.29106
6.1 -314297.322949 -2956252.03453
6.1 -314207.326688 -2956261.48594
6.1 -314087.237164 -2956274.01672
6.1 -314027.257502 -2956280.15808
6.1 -313968.784411 -2956301.4677
6.1 -313880.268684 -2956325.85069
6.1 -313790.28229 -2956335.40338
6.1 -313686.737449 -2956361.26028
6.1 -313550.2 -2956360.41522
6.1 -313401.710595 -2956391.02833
6.1 -313191.61504 -2956412.94686
6.1 -313028.117738 -2956445.24583
6.1 -312849.590064 -2956479.01076
6.1 -312671.11104 -2956512.75946
6.1 -312494.128136 -2956561.66767
6.1 -312347.224729 -2956607.38727
6.1 -312167.158841 -2956626.17406
6.1 -312002.056745 -2956643.37075
6.1 -311852.021908 -2956658.96893
6.1 -311672.056126 -2956677.71469
6.1 -311491.998017 -2956696.57435
6.1 -311308.861584 -2956685.2061
6.1 -311188.767074 -2956697.73311
6.1 -311023.776258 -2956714.97829
6.1 -310903.732155 -2956727.4883
6.1 -310816.833301 -2956766.93445
6.1 -310651.735428 -2956784.16971
6.1 -310576.688785 -2956791.93821
6.1 -310411.692737 -2956809.14923
6.1 -310308.150087 -2956835.22982
6.1 -310173.186783 -2956849.27533
6.1 -310039.697336 -2956878.37225
6.1 -309919.646638 -2956890.8423
6.1 -309786.165948 -2956920.04177
6.1 -309636.129184 -2956935.64151
6.1 -309502.633067 -2956964.71419
6.1 -309369.146866 -2956993.89486
6.1 -309235.646726 -2957022.95551
6.1 -309100.583592 -2957037.07684
6.1 -308952.124965 -2957067.80316
6.1 -308773.511212 -2957101.55543
6.1 -308655.085626 -2957129.13023
6.1 -308491.600895 -2957161.40105
6.1 -308371.550656 -2957173.92224
6.1 -308209.618417 -2957221.1112
6.1 -308104.585269 -2957232.05616
6.1 -308001.118988 -2957258.04531
6.1 -307882.591726 -2957285.71397
6.1 -307792.627732 -2957295.07873
6.1 -307717.568235 -2957302.77465
6.1 -307627.512351 -2957312.25913
6.1 -307554.080862 -2957335.10768
6.1 -307494.000666 -2957341.35523
6.1 -307435.536314 -2957362.64444
6.1 -307345.581827 -2957372.1096
6.1 -307270.532238 -2957379.90818
6.1 -307167.056433 -2957405.86819
6.1 -307076.985551 -2957415.22189
6.1 -306988.579685 -2957439.61065
6.1 -306885.008906 -2957465.68552
6.1 -306781.528071 -2957491.63207
6.1 -306663.128055 -2957519.12185
6.1 -306561.112616 -2957560.23413
6.1 -306459.237691 -2957601.21287
6.1 -306340.688501 -2957628.81984
6.1 -306222.280635 -2957656.29202
6.1 -306058.765773 -2957688.5425
6.1 -305940.210962 -2957716.13344
6.1 -305778.298739 -2957763.41227
6.1 -305644.768699 -2957792.53904
6.1 -305524.807865 -2957805.04801
6.1 -305407.851091 -2957847.66174
6.1 -305304.360836 -2957873.67074
6.1 -305215.880252 -2957898.01199
6.1 -305112.38721 -2957924.01429
6.1 -305022.312305 -2957933.41943
6.1 -304917.368865 -2957944.35455
6.1 -304827.293333 -2957953.75375
6.1 -304752.292357 -2957961.59713
6.1 -304677.239553 -2957969.44391
6.1 -304587.25476 -2957978.71116
6.1 -304512.26488 -2957986.66246
6.1 -304452.171447 -2957992.84821
6.1 -304390.644154 -2957984.08608
6.1 -304300.567392 -2957993.46925
6.1 -304224.069135 -2957986.24383
6.1 -304132.496506 -2957980.56646
6.1 -304024.314427 -2957961.49953
6.1 -303889.33511 -2957975.60027
6.1 -303754.251886 -2957989.70544
6.1 -303682.288589 -2958027.62767
6.1 -303562.266518 -2958040.06235
6.1 -303517.298897 -2958044.67671
6.1 -303442.255633 -2958052.60618
6.1 -303398.779874 -2958072.27455
6.1 -303353.771828 -2958077.00574
6.1 -303308.752017 -2958081.62222
6.1 -303263.795453 -2958086.34674
6.1 -303218.787188 -2958091.07587
6.1 -303173.72722 -2958095.80961
6.1 -303112.152653 -2958087.0262
6.1 -303064.112001 -2958061.64632
6.1 -302970.949749 -2958040.88762
6.1 -302892.772602 -2958018.707
6.1 -302816.28076 -2958011.44524
6.1 -302738.105881 -2957989.26058
6.1 -302675.098778 -2957965.4068
6.1 -302581.943275 -2957944.636
6.1 -302506.954106 -2957952.53646
6.1 -302445.282466 -2957943.74986
6.1 -302335.511414 -2957927.7813
6.1 -302337.170168 -2957924.6162
6.1 -302344.44921 -2957847.83126
6.1 -302318.629525 -2957744.24392
6.1 -302306.270836 -2957623.84259
6.1 -302262.355498 -2957491.68956
6.1 -302246.945035 -2957341.41589
6.1 -302221.118082 -2957237.71577
6.1 -302213.324224 -2957162.47337
6.1 -302178.735248 -2957120.50006
6.1 -302175.6077 -2957090.40423
6.1 -302172.531768 -2957060.30315
6.1 -302169.455838 -2957030.20211
6.1 -302166.288345 -2957000.22566
6.1 -302163.264032 -2956970.11941
6.1 -302145.118474 -2956941.55834
6.1 -302143.6322 -2956926.5026
6.1 -302110.440897 -2956899.7092
6.1 -302105.827721 -2956854.55784
6.1 -302054.688189 -2956799.06755
6.1 -302046.90918 -2956723.94004
6.1 -302007.599712 -2956636.71099
6.1 -301999.873122 -2956561.57857
6.1 -301963.755462 -2956504.55354
6.1 -301942.551325 -2956446.00524
6.1 -301906.332581 -2956388.99033
6.1 -301888.295237 -2956360.41785
6.1 -301883.644722 -2956315.3864
6.1 -301850.450049 -2956288.4768
6.1 -301832.413685 -2956259.9041
6.1 -301827.815472 -2956214.86748
6.1 -301794.713843 -2956187.83282
6.1 -301790.064506 -2956142.80154
6.1 -301738.837668 -2956087.31804
6.1 -301717.691012 -2956028.76388
6.1 -301681.428683 -2955971.7525
6.1 -301663.292153 -2955943.18968
6.1 -301645.270741 -2955914.73028
6.1 -301640.663242 -2955869.57998
6.1 -301591.030267 -2955829.13937
6.1 -301541.307056 -2955788.82255
6.1 -301535.165592 -2955728.62227
6.1 -301485.547793 -2955688.29417
6.1 -301480.879183 -2955643.03529
6.1 -301479.304098 -2955628.10454
6.1 -301432.746701 -2955617.76173
6.1 -301429.676905 -2955587.66167
6.1 -301398.068244 -2955575.67861
6.1 -301393.424062 -2955530.64784
6.1 -301391.940905 -2955515.59258
6.1 -301372.222957 -2955471.98382
6.1 -301337.569948 -2955430.12829
6.1 -301316.370298 -2955371.46412
6.1 -301280.224703 -2955314.4389
6.1 -301259.038209 -2955255.88861
6.1 -301240.90893 -2955227.32408
6.1 -301233.250009 -2955152.1887
6.1 -301182.007721 -2955096.81723
6.1 -301175.820658 -2955036.62314
6.1 -301139.629107 -2954979.60227
6.1 -301118.498109 -2954921.04652
6.1 -301112.260436 -2954860.85798
6.1 -301077.605105 -2954818.88648
6.1 -301054.942483 -2954745.28097
6.1 -301050.290736 -2954700.13713
6.1 -301044.05404 -2954639.94897
6.1 -301009.413298 -2954598.09108
6.1 -301000.110789 -2954507.80387
6.1 -300990.808315 -2954417.51695
6.1 -300983.102272 -2954342.38857
6.1 -300970.796617 -2954222.11203
6.1 -300961.505868 -2954131.94003
6.1 -300934.094042 -2954013.20333
6.1 -300923.207549 -2953907.8739
6.1 -300879.377331 -2953775.72036
6.1 -300866.970685 -2953655.45655
6.1 -300856.188528 -2953550.11784
6.1 -300845.314933 -2953444.90403
6.1 -300834.492935 -2953339.68537
6.1 -300822.138062 -2953219.41815
6.1 -300812.837466 -2953129.13519
6.1 -300787.017468 -2953025.4454
6.1 -300794.299532 -2952948.67889
6.1 -300786.583479 -2952873.44028
6.1 -300778.879062 -2952798.31588
6.1 -300772.656025 -2952738.24561
6.1 -300749.892196 -2952664.54033
6.1 -300740.603888 -2952574.3731
6.1 -300701.427869 -2952487.25027
6.1 -300690.556373 -2952382.04024
6.1 -300661.67699 -2952248.25554
6.1 -300647.74104 -2952112.94958
6.1 -300602.247206 -2951965.76883
6.1 -300571.736899 -2951816.94771
6.1 -300544.344165 -2951698.21826
6.1 -300531.983413 -2951577.84353
6.1 -300519.685843 -2951457.57807
6.1 -300480.37024 -2951370.47198
6.1 -300457.577734 -2951296.88773
6.1 -300452.930333 -2951251.74903
6.1 -300448.282942 -2951206.6104
6.1 -300445.23063 -2951176.62853
6.1 -300440.63476 -2951131.48478
6.1 -300407.502681 -2951104.5651
6.1 -300402.855778 -2951059.42667
6.1 -300384.752668 -2951030.86183
6.1 -300381.700834 -2951000.8801
6.1 -300380.117612 -2950985.83749
6.1 -300348.610461 -2950973.84068
6.1 -300328.885368 -2950930.35226
6.1 -300294.327957 -2950888.37325
6.1 -300243.110353 -2950833.00077
6.1 -300223.427285 -2950789.39266
6.1 -300187.290347 -2950732.37013
6.1 -300147.938713 -2950645.26748
6.1 -300063.643638 -2950562.85095
6.1 -300010.956477 -2950492.42229
6.1 -299943.235135 -2950423.52157
6.1 -299862.010049 -2950371.19547
6.1 -299809.164392 -2950300.66553
6.1 -299743.020347 -2950246.68926
6.1 -299675.258707 -2950177.78841
6.1 -299577.596407 -2950112.03818
6.1 -299493.279205 -2950029.61263
6.1 -299457.008874 -2949972.59875
6.1 -299404.344656 -2949902.16114
6.1 -299354.622244 -2949861.71458
6.1 -299304.952632 -2949821.26204
6.1 -299271.907191 -2949794.44003
6.1 -299207.206749 -2949755.51114
6.1 -299172.625137 -2949713.52645
6.1 -299122.857376 -2949673.08157
6.1 -299104.887516 -2949644.61419
6.1 -299083.660415 -2949586.07232
6.1 -299030.896108 -2949515.5257
6.1 -298979.670946 -2949460.13996
6.1 -298896.963083 -2949392.74216
6.1 -298842.692836 -2949307.25921
6.1 -298788.413757 -2949221.66159
6.1 -298734.046 -2949136.1877
6.1 -298696.325874 -2949064.11399
6.1 -298660.182672 -2949007.08231
6.1 -298640.439034 -2948963.5915
6.1 -298608.971832 -2948951.69138
6.1 -298590.844193 -2948923.1234
6.1 -298556.279232 -2948881.13302
6.1 -298538.152421 -2948852.5648
6.1 -298501.871323 -2948795.66132
6.1 -298482.273736 -2948752.04022
6.1 -298444.563008 -2948679.96447
6.1 -298391.786701 -2948609.52842
6.1 -298354.03946 -2948537.57115
6.1 -298301.358679 -2948467.0095
6.1 -298263.603317 -2948394.93752
6.1 -298243.919452 -2948351.43997
6.1 -298209.250328 -2948309.34299
6.1 -298188.045714 -2948250.79796
6.1 -298135.384381 -2948180.34821
6.1 -298097.647013 -2948108.38897
6.1 -298073.288048 -2948019.64561
6.1 -298035.553522 -2947947.68605
6.1 -298026.260106 -2947857.30476
6.1 -298003.60248 -2947783.82118
6.1 -297994.309592 -2947693.44036
6.1 -298001.583078 -2947616.81613
6.1 -297992.301326 -2947526.54987
6.1 -298011.489175 -2947418.20481
6.1 -298003.790928 -2947343.09489
6.1 -298006.422776 -2947221.10852
6.1 -297992.48415 -2947085.8279
6.1 -297980.055514 -2946965.48057
6.1 -298011.211262 -2946825.526
6.1 -298027.345504 -2946687.0907
6.1 -298058.379329 -2946547.03347
6.1 -298045.957629 -2946426.80285
6.1 -298047.109146 -2946289.76922
6.1 -298064.716455 -2946166.5018
6.1 -298053.906658 -2946061.19464
6.1 -298061.206556 -2945984.45575
6.1 -298051.918591 -2945894.1953
6.1 -298075.701276 -2945830.98897
6.1 -298069.508726 -2945770.81568
6.1 -298064.838618 -2945725.6884
6.1 -298072.238595 -2945648.94004
6.1 -298064.420473 -2945573.73177
6.1 -298052.086328 -2945453.38126
6.1 -298027.861041 -2945364.86427
6.1 -297986.938511 -2945262.72206
6.1 -297962.704121 -2945174.09123
6.1 -297908.452222 -2945088.49717
6.1 -297852.590083 -2944987.98124
6.1 -297768.287402 -2944905.54023
6.1 -297712.420921 -2944804.90846
6.1 -297628.1497 -2944722.69208
6.1 -297545.420029 -2944655.17197
6.1 -297477.660819 -2944586.2529
6.1 -297426.430632 -2944530.86224
6.1 -297345.2015 -2944478.61571
6.1 -297298.624077 -2944468.23516
6.1 -297263.952228 -2944426.13912
6.1 -297214.350029 -2944385.78027
6.1 -297136.268081 -2944363.60894
6.1 -297086.605795 -2944323.13928
6.1 -297038.474208 -2944297.82837
6.1 -296990.434747 -2944272.39235
6.1 -296958.815803 -2944260.49814
6.1 -296880.728002 -2944238.20622
6.1 -296819.214509 -2944229.44002
6.1 -296741.03759 -2944207.26879
6.1 -296724.465114 -2944193.74061
6.1 -296679.462539 -2944198.39089
6.1 -296649.46461 -2944201.52869
6.1 -296619.415262 -2944204.67136
6.1 -296576.030863 -2944224.35538
6.1 -296532.503253 -2944244.16829
6.1 -296460.634151 -2944282.03269
6.1 -296403.65438 -2944318.2812
6.1 -296348.301864 -2944369.67816
6.1 -296307.901826 -2944419.56928
6.1 -296267.540262 -2944469.34077
6.1 -296224.109985 -2944489.1389
6.1 -296182.181151 -2944523.86846
6.1 -296155.206468 -2944557.09335
6.1 -296140.251329 -2944558.59745
6.1 -296113.275834 -2944591.82199
6.1 -296068.330002 -2944596.57176
6.1 -296050.19497 -2944567.99863
6.1 -295990.231428 -2944574.14195
6.1 -295943.61946 -2944563.85914
6.1 -295868.620916 -2944571.74132
6.1 -295807.105822 -2944562.95385
6.1 -295732.044444 -2944570.72373
6.1 -295702.054129 -2944573.96586
6.1 -295657.034255 -2944578.48653
6.1 -295610.475277 -2944568.1933
6.1 -295565.478375 -2944572.94055
6.1 -295517.347036 -2944547.49068
6.1 -295485.83559 -2944535.57026
6.1 -295439.278103 -2944525.27436
6.1 -295406.052174 -2944498.32734
